queue_id,priority,stock_code,company_short,company_name,board,exchange,source_group,source_platform,source_url,local_pdf_path,local_text_path,page_count,file_size_mb,keyword_hit_count,keyword_hit_summary,week12_action,expected_output,missing_policy
W12Q011,P1-北交所优先扩样,920575,*ST康乐,*ST康乐,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-02-28/1677578647_721315.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2023-BSE003_920575.txt,180,,78,创业投资:6；私募:1；增资:40；股权转让:28；备案:3,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q012,P1-北交所优先扩样,920304,迪尔化工,迪尔化工,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-03-30/1680171127_157748.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2023-BSE004_920304.txt,180,,27,增资:16；备案:11,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q013,P1-北交所优先扩样,920719,宁新新材,宁新新材,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-05-08/1683539772_634679.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2023-BSE005_920719.txt,180,,54,创业投资:17；私募:16；增资:1；股权转让:4；备案:16,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q014,P1-北交所优先扩样,920717,瑞星股份,瑞星股份,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-06-13/1686641891_422903.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2023-BSE006_920717.txt,180,,8,私募:1；备案:7,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q015,P1-北交所优先扩样,920504,博迅生物,博迅生物,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-08-03/1691052981_968995.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2023-BSE007_920504.txt,180,,20,私募:12；备案:8,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q016,P1-北交所优先扩样,920978,开特股份,开特股份,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-09-18/1695034338_206672.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2023-BSE008_920978.txt,180,,14,创业投资:8；股权转让:2；备案:4,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q017,P1-北交所优先扩样,920522,纳科诺尔,纳科诺尔,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-10-30/1698659303_685783.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2023-BSE009_920522.txt,180,,42,创业投资:2；私募:2；增资:2；股权转让:21；备案:15,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q018,P1-北交所优先扩样,920363,莱赛激光,莱赛激光,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-12-14/1702542036_328079.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2023-BSE010_920363.txt,180,,3,备案:3,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q019,P1-北交所优先扩样,920690,捷众科技,捷众科技,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-12-22/1703230612_357298.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE001_920690.txt,180,,4,创业投资:1；增资:1；备案:2,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q020,P1-北交所优先扩样,920806,云星宇,云星宇,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2023/2023-12-28/1703750060_680484.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE002_920806.txt,180,,23,创业投资:2；增资:8；股权转让:9；备案:4,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q021,P1-北交所优先扩样,920403,康农种业,康农种业,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-01-04/1704358458_753829.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE003_920403.txt,180,,23,创业投资:9；私募:1；股权转让:4；备案:9,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q022,P1-北交所优先扩样,920496,许昌智能,许昌智能,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-01-15/1705306344_537463.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE004_920496.txt,180,,11,创业投资:1；私募:1；股权转让:2；备案:7,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q023,P1-北交所优先扩样,920656,海昇药业,海昇药业,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-01-22/1705908668_541758.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE005_920656.txt,180,,23,创业投资:1；私募:4；增资:2；备案:16,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q024,P1-北交所优先扩样,920706,铁拓机械,铁拓机械,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-02-26/1708939688_889260.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE006_920706.txt,180,,20,创业投资:1；增资:2；股权转让:8；备案:9,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q025,P1-北交所优先扩样,920438,戈碧迦,戈碧迦,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-03-11/1710153861_037009.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE007_920438.txt,180,,34,创业投资:19；备案:15,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q026,P1-北交所优先扩样,920123,芭薇股份,芭薇股份,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-03-18/1710747067_403240.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE008_920123.txt,180,,101,创业投资:4；私募:10；增资:23；股权转让:5；备案:59,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q027,P1-北交所优先扩样,920931,无锡鼎邦,无锡鼎邦,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-03-25/1711358661_224661.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE009_920931.txt,180,,4,备案:4,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q028,P1-北交所优先扩样,920002,万达轴承,万达轴承,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-05-17/1715934142_513244.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE010_920002.txt,180,,4,增资:1；备案:3,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q029,P1-北交所优先扩样,920118,太湖远大,太湖远大,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-08-09/1723199304_455800.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE011_920118.txt,180,,39,创业投资:24；私募:6；增资:4；股权转让:1；备案:4,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q030,P1-北交所优先扩样,920008,成电光信,成电光信,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-08-16/1723796660_838279.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE012_920008.txt,180,,26,创业投资:4；股权转让:6；备案:16,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q031,P1-北交所优先扩样,920016,中草香料,中草香料,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-08-30/1725017664_266165.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE013_920016.txt,180,,32,创业投资:5；私募:14；增资:2；股权转让:5；备案:6,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q032,P1-北交所优先扩样,920099,瑞华技术,瑞华技术,北交所,BSE,bse_week3_extended_text,北京证券交易所股票列表/相关公告,https://www.bse.cn/disclosure/2024/2024-09-06/1725619244_825140.pdf,,team-star/outputs/week3_sample_outputs/parsed_texts/W3-2024-BSE014_920099.txt,180,,39,创业投资:15；私募:9；股权转让:7；备案:8,已有页码化文本，先跑章节定位和Markdown表格抽取，再做人工抽样核对。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q033,P2-科创板跨板块验证,688049,炬芯科技,炬芯科技股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2021-11-24/1211684965.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688049_炬芯科技/688049_炬芯科技_招股说明书_1211684965.pdf,,439,9.77,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q034,P2-科创板跨板块验证,688091,上海谊众,上海谊众药业股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2021-09-03/1210965185.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688091_上海谊众/688091_上海谊众_招股说明书_1210965185.pdf,,307,3.85,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q035,P2-科创板跨板块验证,688103,国力电子,昆山国力电子科技股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2021-09-06/1210971091.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688103_国力电子/688103_国力电子_招股说明书_1210971091.pdf,,415,10.43,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q036,P2-科创板跨板块验证,688107,安路科技,上海安路信息科技股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2021-11-09/1211530537.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688107_安路科技/688107_安路科技_招股说明书_1211530537.pdf,,439,11.39,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q037,P2-科创板跨板块验证,688110,东芯股份,东芯半导体股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2021-12-07/1211821881.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688110_东芯股份/688110_东芯股份_招股说明书_1211821881.pdf,,420,5.22,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q038,P2-科创板跨板块验证,688031,星环科技,星环信息科技(上海)股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2022-10-13/1214758691.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688031_星环科技/688031_星环科技_招股说明书_1214758691.pdf,,553,10.54,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q039,P2-科创板跨板块验证,688035,德邦科技,烟台德邦科技股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2022-09-14/1214586526.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688035_德邦科技/688035_德邦科技_招股说明书_1214586526.pdf,,387,6.07,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q040,P2-科创板跨板块验证,688041,海光信息,海光信息技术股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2022-08-09/1214251824.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688041_海光信息/688041_海光信息_招股说明书_1214251824.pdf,,408,8.91,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q041,P2-科创板跨板块验证,688045,必易微,深圳市必易微电子股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2022-05-23/1213447130.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688045_必易微/688045_必易微_招股说明书_1213447130.pdf,,346,4.85,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q042,P2-科创板跨板块验证,688046,药康生物,江苏集萃药康生物科技股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2022-04-18/1212951583.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688046_药康生物/688046_药康生物_招股说明书_1212951583.pdf,,490,12.57,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q043,P2-科创板跨板块验证,688146,中船特气,中船(邯郸)派瑞特种气体股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2023-04-17/1216427840.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688146_中船特气/688146_中船特气_招股说明书_1216427840.pdf,,407,11.61,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q044,P2-科创板跨板块验证,688249,晶合集成,合肥晶合集成电路股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2023-04-26/1216593341.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688249_晶合集成/688249_晶合集成_招股说明书_1216593341.pdf,,524,14.38,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q045,P2-科创板跨板块验证,688307,中润光学,嘉兴中润光学科技股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2023-02-10/1215817595.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688307_中润光学/688307_中润光学_招股说明书_1215817595.pdf,,518,20.43,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q046,P2-科创板跨板块验证,688334,西高院,西安高压电器研究院股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2023-06-13/1217044754.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688334_西高院/688334_西高院_招股说明书_1217044754.pdf,,595,12.90,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q047,P2-科创板跨板块验证,688343,云天励飞,深圳云天励飞技术股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2023-03-30/1216260511.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688343_云天励飞/688343_云天励飞_招股说明书_1216260511.pdf,,603,8.87,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
W12Q048,P2-科创板跨板块验证,688449,联芸科技,联芸科技(杭州)股份有限公司,科创板,SSE,cninfo_star_pdf_log,巨潮资讯网CNInfo抓取日志,https://static.cninfo.com.cn/finalpage/2024-11-22/1221804429.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2024/688449_联芸科技/688449_联芸科技_招股说明书_1221804429.pdf,,360,6.57,,,从本地PDF开始转Markdown，验证同一规则在科创板招股书上的适配性。,Auto表、Gold/Final核验记录、Cross-check结果、来源字段矩阵,PDF/Markdown未披露字段保留空值，并记录未披露原因。
